title_en,title_am,similarity_score,alternative_position,reason
SM Manager and Canva Designer,SM አስተዳዳሪ እና የካንቫ ዲዛይነር,0.0,Social Media Manager,Manages social media and designs using Canva.
Smoothie maker,ለስላሳ ሰሪ,0.0,Juice Maker,Prepares smoothies and juices.
SMS API,የኤስኤምኤስ ኤፒአይ,0.0,SMS Developer,Works with SMS API.
SMS Gateway Developers,የኤስኤምኤስ ጌትዌይ ገንቢዎች,0.0,SMS Developer,Develops SMS gateway solutions.
Sms service developer with kannel,የኤስኤምኤስ አገልግሎት ገንቢ ከካንል ጋር,0.0,SMS Gateway Developer,Develops SMS services using Kannel.
Sms service provider,የኤስኤምኤስ አገልግሎት አቅራቢ,0.0,SMS Specialist,Provides SMS services.
Snr Asset and Resource Manager,Snr ንብረት እና ሀብት አስተዳዳሪ,0.0,Senior Asset Manager,Manages assets and resources at senior level.
Snr Concrete Plant Manager,Snr ኮንክሪት ተክል አስተዳዳሪ,0.0,Senior Plant Manager,Manages concrete plant operations.
Snr Strategic SEO and PPC Manager,Snr ስትራቴጂክ SEO እና PPC አስተዳዳሪ,0.0,Senior Digital Marketing Manager,"SEO and PPC are core digital marketing functions, and 'Sr Strategic' indicates senior level."
SOAP API developer,የሶፕ ኤፒአይ ገንቢ,0.0,API Developer,"SOAP is a type of API, so the standard role is API Developer."
SOC Analyst,SOC ተንታኝ,0.0,Security Operations Center Analyst,SOC Analyst is a standard title in cybersecurity.
Social Accountability Monitoring and Evaluation Officer,የማህበራዊ ተጠያቂነት ክትትል እና ግምገማ ኦፊሰር,0.0,Monitoring and Evaluation Officer,Social accountability is a context; the core function is M&E.
Social Behavior Communication Change Officer - Nutrition,የማህበራዊ ባህሪ ግንኙነት ለውጥ ኦፊሰር - አመጋገብ,0.0,Behavior Change Communication Officer,SBCC is common in development; standardized to BCC Officer.
SOCIAL COHESION AND CONFLICT SENSITIVITY SPECIALIST: HIGHLANDS RESILIENCE ACTIVITY,የማህበራዊ ትስስር እና የግጭት ስሜታዊነት ልዩ ባለሙያ፡ ሃይላንድስ የመቋቋም እንቅስቃሴ,0.0,Conflict Sensitivity Specialist,The role focuses on conflict sensitivity and cohesion in a resilience activity.
Social Franchising Officer(SFO-CB),የማህበራዊ ፍራንሲንግ ኦፊሰር (SFO-CB),0.0,Franchising Officer,Social franchising is a type of franchising; core role is franchising officer.
Social Inclusion and Gender Officer,ማህበራዊ ማካተት እና የስርዓተ-ፆታ ኦፊሰር,0.0,Gender and Social Inclusion Officer,Combined role commonly titled as Gender and Social Inclusion Officer.
social media ad booster,የማህበራዊ ሚዲያ ማስታወቂያ ማበረታቻ,0.0,Social Media Advertising Specialist,'Ad booster' is informal; specialist is a standard equivalent.
Social Media and IT Support Officer,የማህበራዊ ሚዲያ እና የአይቲ ድጋፍ ኦፊሰር,0.0,IT and Social Media Support Officer,Combines IT support and social media; standardized order.
Social Media and YouTube Channel Manager,ማህበራዊ ሚዲያ እና የዩቲዩብ ቻናል አስተዳዳሪ,0.0,Social Media Manager,YouTube channel management falls under social media management.
Social media care,የማህበራዊ ሚዲያ እንክብካቤ,0.0,Social Media Customer Care Representative,'Care' implies customer service role on social media.
Social media Enthusiast,የማህበራዊ ሚዲያ አድናቂ,0.0,Social Media Specialist,'Enthusiast' is not a job title; specialist is the closest standard.
Social Media Evaluation,የማህበራዊ ሚዲያ ግምገማ,0.0,Social Media Analyst,Evaluation suggests analytical role in social media.
Social Media Executive,የማህበራዊ ሚዲያ ሥራ አስፈፃሚ,0.0,Social Media Executive,Common title; no change needed.
Social media host,የማህበራዊ ሚዲያ አስተናጋጅ,0.0,Social Media Host,"A host role can be kept as is, or sometimes 'Content Host' but this fits."
Social Media Magician,ማህበራዊ ሚዲያ አስማተኛ,0.0,Social Media Manager,'Magician' is informal; manager is a standard alternative.
Social Media Manager & Junior Creative Editor,የማህበራዊ ሚዲያ አስተዳዳሪ እና ጁኒየር ፈጠራ አርታዒ,0.0,Social Media Manager,Primary role is manager; junior editor is secondary.
Social media manager & web designer,የማህበራዊ ሚዲያ አስተዳዳሪ እና የድር ዲዛይነር,0.0,Social Media and Web Design Specialist,Combined role; specialist covers both areas.
Social media manager and Cast manager,የማህበራዊ ሚዲያ አስተዳዳሪ እና ውሰድ አስተዳዳሪ,0.0,Social Media and Casting Manager,Combines management of social media and casting; dual role.
Social media manager and content strategist,የማህበራዊ ሚዲያ አስተዳዳሪ እና የይዘት ስትራቴጂስት,0.0,Social Media Manager,Primary role is social media management with content strategy.
Social Media manager and makup artist,የማህበራዊ ሚዲያ አስተዳዳሪ እና ማፕ አርቲስት,0.0,Social Media Manager,First part of the title indicates social media management as primary function.
Social Media Representative,የማህበራዊ ሚዲያ ተወካይ,0.0,Social Media Representative,Direct match to a standard customer-facing social media role.
Social Network Analysts (Local Researchers for Social Network Analysis),የማህበራዊ አውታረ መረብ ተንታኞች (አካባቢያዊ ተመራማሪዎች ለማህበራዊ አውታረ መረብ ትንተና),0.0,Social Network Analyst,"Core function is analyzing social networks, matching standard title."
Software Development Section Head,የሶፍትዌር ልማት ክፍል ኃላፊ,0.0,Software Development Manager,Section head implies managerial responsibility in software development.
Software Development Virtual Internship,የሶፍትዌር ልማት ምናባዊ ልምምድ,0.0,Software Development Intern,Internship position in software development.
Software Documentation,የሶፍትዌር ሰነድ,0.0,Technical Writer,Focus on software documentation aligns with technical writing.
Software Documentation & Requirment Writing,የሶፍትዌር ሰነድ እና አስፈላጊ ጽሑፍ,0.0,Business Analyst,"Includes requirement writing, a key BA responsibility, plus documentation."
software integration with short code sms using ethio telecom's SDP API,የኢትዮ ቴሌኮም ኤስዲፒ ኤፒአይን በመጠቀም የሶፍትዌር ውህደት ከአጭር ኮድ sms ጋር,0.0,Software Integration Engineer,Task involves integrating software with telecom API via SMS.
Software QA engineer and IT support Intern,የሶፍትዌር QA መሐንዲስ እና የአይቲ ድጋፍ Intern,0.0,Software QA Engineer Intern,"QA engineering is the primary role, with IT support as secondary."
Solicitation for External Audit Service,የውጪ ኦዲት አገልግሎት ጥያቄ,0.0,External Auditor,Solicitation for audit services implies need for external auditors.
Soliciting Service Providers for Market Enhancement of HTCC through Result Based Financing (RBF) Mechanism,በውጤት ላይ የተመሰረተ ፋይናንሺንግ (RBF) ሜካኒዝምን በመጠቀም የ HTCC ገበያን ለማሻሻል አገልግሎት አቅራቢዎችን መጠየቅ,0.0,Market Development Specialist,Focus on market enhancement through result-based financing.
Solid IQPA and Liquid IQPA (In-process Quality Assurance),ጠንካራ IQPA እና ፈሳሽ IQPA (በሂደት ላይ ያለ የጥራት ማረጋገጫ),0.0,Quality Assurance Engineer,In-process quality assurance role in manufacturing.
Solidity/web3/react developer,Solidity/web3/react ገንቢ,0.0,Blockchain Developer,Specialized in Solidity and web3 technologies.
Solidwork and Catia software Tutor,Solidwork እና Catia ሶፍትዌር አስተማሪ,0.0,CAD Tutor,Teaching SolidWorks and Catia software.
Solidwork design,ጠንካራ ስራ ንድፍ,0.0,CAD Designer,Design work using SolidWorks.
Soloist (vocalist + guitarist),ሶሎስት (ድምፃዊ + ጊታሪስት),0.0,Musician,Performer role as vocalist and guitarist.
Song writer & female Rapper,የዘፈን ደራሲ እና ሴት ራፐር,0.0,Songwriter,Combines songwriting with rap performance.
Soreti MPesa Sales,Soreti MPesa ሽያጭ,0.0,Sales Representative,Sales role for M-Pesa mobile money service.
Sound and light man,ቀላል እና ድምጽ ያለው ሰው,0.0,Audio-Visual Technician,Operates sound and lighting equipment.
Sound Effects/Foley and Sound Editing for Commercial,የድምፅ ውጤቶች/ፎሌይ እና የድምጽ ማስተካከያ ለንግድ,0.0,Sound Editor,Specialized in sound effects and editing for commercials.
South African Zulu text reading,የደቡብ አፍሪካ ዙሉ የጽሑፍ ንባብ,0.0,Voice-Over Artist (Zulu),Involves reading text in Zulu for voice-over purposes.
South Ethiopia Regional Multi-Sector Nutrition Advisor,የደቡብ ኢትዮጵያ ክልል ዘርፈ ብዙ የአመጋገብ አማካሪ,0.0,Nutrition Advisor,Advises on multi-sector nutrition at regional level.
"SOUTH GONDER ZONE ZONAL PROGRAM COORDINATOR – HIGHLAND RESILIENCE ACTIVITY: AMHARA REGION, ETHIOPIA",ደቡብ ጎንደር ዞን ዞን የፕሮግራም አስተባባሪ - ከፍተኛ የመቋቋም እንቅስቃሴ፡ አማራ ክልል፣ ኢትዮጵያ,0.0,Zonal Program Coordinator,Coordinates highland resilience program in South Gondar Zone.
"SOUTH TIGRAY ZONE ZONAL PROGRAM COORDINATOR – HIGHLAND RESILIENCE ACTIVITY: TIGRAY REGION, ETHIOPA",የደቡብ ትግራይ ዞን ዞን የፕሮግራም አስተባባሪ - ከፍተኛ የመቋቋም እንቅስቃሴ፡ ትግራይ ክልል፣ ኢትዮጵያ,0.0,Zonal Program Coordinator,Coordinates highland resilience program in South Tigray Zone.
"SOUTHEASTERN TIGRAY ZONE ZONAL PROGRAM COORDINATOR – HIGHLAND RESILIENCE ACTIVITY: TIGRAY REGION, ETHIOPA",ደቡብ ምስራቅ ትግራይ ዞን ዞን የፕሮግራም አስተባባሪ - ከፍተኛ የመቋቋም እንቅስቃሴ፡ ትግራይ ክልል፣ ኢትዮጵያ,0.0,Zonal Program Coordinator,Coordinates highland resilience program in Southeastern Tigray Zone.
Southern Program Coordinator - Highland Resilience Activity,የደቡብ ፕሮግራም አስተባባሪ - ሃይላንድ የመቋቋም እንቅስቃሴ,0.0,Regional Program Coordinator,Coordinates highland resilience program in Southern region.
SOW: Developing Strategic Plan For Integrated Poultry Multiplication Center,SOW፡ ለተቀናጀ የዶሮ እርባታ ማባዛት ማዕከል ስትራቴጅካዊ እቅድ ማዘጋጀት,0.0,Strategic Planning Consultant,Develops strategic plan for integrated poultry multiplication center.
Spanish Amharic Translator,ስፓኒሽ አማርኛ ተርጓሚ,0.0,Translator (Spanish-Amharic),Translates between Spanish and Amharic.
Spare Part Manager,መለዋወጫ አስተዳዳሪ,0.0,Spare Parts Manager,Manages inventory and procurement of spare parts.
Spare Part Officer,መለዋወጫ ኦፊሰር,0.0,Spare Parts Officer,Handles spare parts ordering and inventory duties.
Spare Part Store Keeper,መለዋወጫ መደብር ጠባቂ,0.0,Spare Parts Storekeeper,Manages spare parts store and stock.
"SPC Floor, WPC Wall Panel , Uv Board Professional",SPC ወለል፣ WPC ግድግዳ ፓነል፣ Uv ቦርድ ባለሙያ,0.0,Flooring and Wall Panel Technician,"Installs and repairs SPC floor, WPC wall panels, and UV boards."
Special need director (irregular student director),የልዩ ፍላጎት ዳይሬክተር (መደበኛ ያልሆነ የተማሪ ዳይሬክተር),0.0,Special Needs Education Director,Oversees programs and support for special needs students.
Specialist on Context Analysis and Peace and Conflict Analysis,ስለ አውድ ትንተና እና የሰላም እና የግጭት ትንተና ልዩ ባለሙያ,0.0,Conflict Analysis Specialist,Conducts context and peace/conflict analysis.
Specialist: Core Access Network Engineering,ስፔሻሊስት፡ ኮር መዳረሻ ኔትወርክ ምህንድስና,0.0,Core Network Engineer,Specializes in core access network engineering.
Speed Limiter and GPS Installer,የፍጥነት ገደብ እና የጂፒኤስ መጫኛ,0.0,GPS and Speed Limiter Installer,Installs speed limiters and GPS tracking devices.
Speed Limiter and GPS Technician,የፍጥነት ገደብ እና የጂፒኤስ ቴክኒሽያን,0.0,GPS and Speed Limiter Technician,Repairs and maintains speed limiters and GPS devices.
Spinning & Ginning Section Maintenance Head,መፍተል እና Ginning ክፍል ጥገና ኃላፊ,0.0,Spinning and Ginning Maintenance Supervisor,Oversees maintenance in spinning and ginning section.
Spinning Shift Leader,የሚሽከረከር ፈረቃ መሪ,0.0,Spinning Shift Supervisor,Leads and supervises spinning shift operations.
Spinning Unit Maintenance Head,የሚሽከረከር ዩኒት ጥገና ኃላፊ,0.0,Maintenance Manager,Oversees maintenance of spinning unit in textile factory.
SPIR II Community Facilitator,SPIR II የማህበረሰብ አመቻች,0.0,Community Development Officer,Facilitates community activities in SPIR II project.
SPIR II Finance Officer,SPIR II የፋይናንስ ኦፊሰር,0.0,Finance Officer,Direct match for finance role.
SPIR II Food Assistance Information Reporting Specialist,የSPIR II የምግብ እርዳታ መረጃ ሪፖርት አድራጊ ባለሙያ,0.0,Reporting Officer,Handles information reporting on food assistance.
SPIR II Food Assistance Monitoring Officer,የ SPIR II የምግብ እርዳታ ክትትል ኦፊሰር,0.0,Monitoring Officer,Monitors food assistance programs.
SPIR II Gender & Youth Coordinator,የ SPIR II ፆታ እና ወጣቶች አስተባባሪ,0.0,Gender and Youth Coordinator,Coordinates gender and youth activities.
SPIR II Lead Community Facilitator,SPIR II መሪ ማህበረሰብ አመቻች,0.0,Community Development Manager,Leads community facilitators in project.
SPIR II Lead Community Health Facilitator,SPIR II የማህበረሰብ ጤና አመቻች,0.0,Community Health Manager,Manages community health facilitation team.
SPIR II MEL Coordinator,SPIR II MEL አስተባባሪ,0.0,"Monitoring, Evaluation and Learning Coordinator",Standard MEL coordination role.
SPIR II Mobile Community Health Facilitator,SPIR II የሞባይል ማህበረሰብ ጤና አመቻች,0.0,Health Extension Worker,Mobile health facilitation in Ethiopian community context.
SPIRII Grants Communications Specialist,SPIRII የእርዳታ ኮሙኒኬሽን ስፔሻሊስት,0.0,Communications Officer – Grants,Handles grant communications and reporting.
SPO I - Cooperative Based Seed Production (CBSP),SPO I - በትብብር ላይ የተመሰረተ ዘር ማምረት (ሲቢኤስፒ),0.0,Agricultural Extension Officer,Supports cooperative-based seed production.
Sponser finder,ስፖንሰር አግኚ,0.0,Fundraising Officer,Finds sponsors for causes.
Sponsor Relations Officer (SRO),የስፖንሰር ግንኙነት ኦፊሰር (SRO),0.0,Sponsor Relations Officer,Manages relationships with sponsors.
Sponsorship broker,የስፖንሰርሺፕ ደላላ,0.0,Sponsorship Coordinator,Brokers and coordinates sponsorship deals.
Sport Content Creator,የስፖርት ይዘት ፈጣሪ,0.0,Sports Content Creator,Creates sports-related content.
Sport Forecast Analyst,የስፖርት ትንበያ ተንታኝ,0.0,Sports Data Analyst,Analyzes data to forecast sports outcomes.
Spring Boot Developer,የፀደይ ቡት ገንቢ,0.0,Backend Developer (Java/Spring Boot),Develops backend using Spring Boot framework.
springboot + vue.js developer,springboot + vue.js ገንቢ,0.0,Full Stack Developer,Combines Spring Boot backend with Vue.js frontend.
Sprinkler system installment experts,የመርጨት ስርዓት ጭነት ባለሙያዎች,0.0,Irrigation Technician,Installs sprinkler systems for irrigation.
Spritual Jornalist and blog writer,መንፈሳዊ ጋዜጠኛ እና ብሎግ ጸሃፊ,0.0,Content Writer,Spiritual journalism and blogging align with general content writing.
SPSS,SPSS,0.0,Data Analyst,SPSS user role is typically data analyst.
SPSS and STATA Trainer,SPSS እና STATA አሰልጣኝ,0.0,Data Analysis Trainer,Trains on statistical software SPSS and STATA.
SPSS data analysis Expert,የ SPSS መረጃ ትንተና ባለሙያ,0.0,Data Analyst,Expert in SPSS data analysis.
SPSS data entry,የ SPSS ውሂብ ግቤት,0.0,Data Entry Clerk,Focus on data entry using SPSS.
SPSS or Rsoftware Professional,SPSS ወይም Rsoftware ፕሮፌሽናል,0.0,Data Analyst,Proficient in SPSS and R for analysis.
SPSS Personal Advisor,የ SPSS የግል አማካሪ,0.0,Data Consultant,Advises on SPSS usage.
SPSS software expert,የ SPSS ሶፍትዌር ባለሙያ,0.0,Statistical Analyst,Expert in SPSS software.
SPSS/SATA software expert,SPSS/SATA ሶፍትዌር ባለሙያ,0.0,Statistical Software Specialist,Expert in SPSS and STATA.
SQL trainer,SQL አሰልጣኝ,0.0,Database Trainer,Trains on SQL for databases.
SQL/SSIS/SSRS Developer,SQL/SSIS/SSRS ገንቢ,0.0,BI Developer,Develops SQL and BI solutions using SSIS/SSRS.
Sr Nutrition Coordination Specialist,Sr የአመጋገብ ማስተባበሪያ ባለሙያ,0.0,Nutrition Coordinator,Coordinates nutrition programs at senior level.
Sr Project Officer- Grants and Contracts,Sr የፕሮጀክት ኦፊሰር- ስጦታዎች እና ኮንትራቶች,0.0,Grants Officer,Manages grants and contracts.
Sr. Advisor-Conflict Sensitivity,ሲር አማካሪ - የግጭት ስሜት,0.0,Conflict Advisor,Advises on conflict sensitivity.
Sr. Full Stack Dev,ሲር ሙሉ ቁልል ዴቭ,0.0,Senior Full Stack Developer,Senior full stack development role.
"Sr. Gender, Youth and Social Inclusion (GYSI) Advisor",ሲ/ር ጾታ፣ ወጣቶች እና ማህበራዊ ማካተት (GYSI) አማካሪ,0.0,Gender and Social Inclusion Advisor,"Advises on gender, youth, and social inclusion."
Sr. Operation and Customer Client Care,ሲር ኦፕሬሽን እና የደንበኛ ደንበኛ እንክብካቤ,0.0,Operations Manager,Manages operations and customer care.
Sr. Security Risk Assessment & Prevention Officer,ሲ/ር የደህንነት ስጋት ግምገማ እና መከላከል ኦፊሰር,0.0,Security Officer,Assesses and prevents security risks.
Sr. Technical Specialist-Social Behavioural Change,ሲ/ር ቴክኒካል ስፔሻሊስት-ማህበራዊ ባህሪ ለውጥ,0.0,Social Behavior Change Specialist,Specializes in social behavioral change.
SRH Clinical Officer,SRH ክሊኒካል ኦፊሰር,0.0,Sexual and Reproductive Health Officer,Clinical officer focusing on SRH.
SRHR & Child Protection Project Manager,የSRHR እና የህጻናት ጥበቃ ፕሮጀክት ስራ አስኪያጅ,0.0,Project Manager (NGO),SRHR and child protection are typical NGO project areas.
SRT editor,SRT አርታዒ,0.0,Video Editor,SRT editor implies editing subtitles for videos.
"SRT, transcription and translation",SRT፣ ግልባጭ እና ትርጉም,0.0,Translator/Transcriber,Combines transcription and translation tasks.
Staff Wellness & Employee Engagement Specialist,የሰራተኞች ደህንነት እና የሰራተኛ ተሳትፎ ስፔሻሊስት,0.0,HR Specialist,Focus on staff wellness and engagement falls under HR.
Stage light sound and screen builders,የመድረክ ብርሃን ድምጽ እና ስክሪን ግንበኞች,0.0,Event Technician,"Builds stage lights, sound, and screens for events."
Staking platform Developer,የስታኪንግ መድረክ ገንቢ,0.0,Software Developer,"Develops staking platforms, a software development role."
Stall and Market Salespersons,የድንኳን እና የገበያ ሻጮች,0.0,Salesperson,Sells products at stalls and markets.
Standard quality English American accent voice over,መደበኛ ጥራት ያለው የእንግሊዘኛ አሜሪካዊ የአነጋገር ድምፅ በላይ,0.0,Voice Actor,Provides voice over in American accent English.
Startup CTO,ጅምር CTO,0.0,Chief Technology Officer (CTO),Startup CTO is a technology leadership role.
Startup Female actress,ጀማሪ ሴት ተዋናይ,0.0,Actress,Startup female actress likely for film or theater.
Startup manager,የጀማሪ አስተዳዳሪ,0.0,Operations Manager,Manages startup operations.
Stata and/or Eviews analysis,የስታታ እና/ወይም የእይታዎች ትንተና,0.0,Data Analyst,Uses Stata and/or Eviews for analysis.
Stata data analysis,የስታታ ውሂብ ትንተና,0.0,Data Analyst,Performs data analysis using Stata.
Stata or Eviews Expert,የስታታ ወይም የእይታዎች ባለሙያ,0.0,Data Analyst,Expert in Stata or Eviews for data analysis.
Steel Engineering Section Head,የብረት ምህንድስና ክፍል ኃላፊ,0.0,Engineering Manager,Heads steel engineering section.
STEPS Survey Coordinator,ደረጃዎች የዳሰሳ አስተባባሪ,0.0,Survey Coordinator,Coordinates STEPS survey.
Stock Control Head,የአክሲዮን ቁጥጥር ኃላፊ,0.0,Warehouse Manager,Heads stock control.
Store Loader,የማከማቻ ጫኝ,0.0,Warehouse Associate,Loads stores in warehouse.
Strategic Partnership and Relationship Officer II,የስትራቴጂክ አጋርነት እና ግንኙነት ኦፊሰር II,0.0,Partnership Officer,Handles strategic partnerships and relationships.
Strategy Implementation and Follow–up Supervisor,የስትራቴጂ ትግበራ እና ክትትል ተቆጣጣሪ,0.0,Strategy Supervisor,Supervises strategy implementation and follow-up.
Structural and sanitary design,መዋቅራዊ እና የንፅህና አጠባበቅ ንድፍ,0.0,Structural Engineer,"Combines structural and sanitary design, common in engineering firms."
Structural Forman,መዋቅራዊ ፎርማን,0.0,Construction Foreman,Supervises structural work on construction sites.
Structured cabling installer,የተዋቀረ የኬብል መጫኛ,0.0,Telecommunications Installer,Installs structured cabling systems.
Student Guidance & Councilor,የተማሪ መመሪያ እና አማካሪ,0.0,Guidance Counselor,Provides guidance to students.
Student Record and Data Administrator,የተማሪ መዝገብ እና የውሂብ አስተዳዳሪ,0.0,Student Records Administrator,Manages student records and data.
Studio Booth Builder,ስቱዲዮ ቡዝ ገንቢ,0.0,Studio Construction Technician,Builds studio booths for audio/visual.
Studio soundproofing work,ስቱዲዮ የድምፅ መከላከያ ሥራ,0.0,Acoustic Technician,Performs soundproofing in studios.
Study abroad/visa consultant,የውጭ አገር ጥናት/የቪዛ አማካሪ,0.0,Education Consultant,Advises on study abroad and visa processes.
Study Data Collector,የጥናት መረጃ ሰብሳቢ,0.0,Data Collection Specialist,Collects study data.
"Subcontracts Officer, Ethiopia Sustainable Peace Activity",የንዑስ ኮንትራቶች ኦፊሰር፣ ኢትዮጵያ ዘላቂ የሰላም እንቅስቃሴ,0.0,Contracts Officer,Manages subcontracts for a peace activity project.
Subscription Payer,የደንበኝነት ምዝገባ ከፋይ,0.0,Payment Collector,Handles subscription payments.
Subscription reseller,የደንበኝነት ምዝገባ ሻጭ,0.0,Subscription Sales Representative,Resells subscriptions.
Subsidiary Transformation Program (STP) Director,ንዑስ ትራንስፎርሜሽን ፕሮግራም (STP) ዳይሬክተር,0.0,Program Director,Leads subsidiary transformation program.
Sudan Regional Response Coordinator,የሱዳን ክልል ምላሽ አስተባባሪ,0.0,Regional Response Coordinator,Coordinates response in Sudan region.
Summer Camp Organizer,የበጋ ካምፕ አደራጅ,0.0,Summer Camp Coordinator,Organizes summer camp activities.
Sup Project I & II Coordinator,Sup ፕሮጀክት I & II አስተባባሪ,0.0,Project Coordinator,Coordinates supervision of projects I and II.
Supervisory USAID Development Assistance Specialist (Family Health Team Lead),ተቆጣጣሪ ዩኤስኤአይዲ የልማት እርዳታ ባለሙያ (የቤተሰብ ጤና ቡድን መሪ),0.0,Development Assistance Specialist,Supervises USAID family health team.
Supplies & Stock Management Unit Head,አቅርቦቶች እና የአክሲዮን አስተዳደር ክፍል ኃላፊ,0.0,Supply Chain Manager,Heads supplies and stock management.
Supplies and Follow-up Officer,አቅርቦቶች እና ክትትል ኦፊሰር,0.0,Supply Chain Officer,Handles supplies and follow-up.
Supply & Property Administration Division Head,አቅርቦት እና ንብረት አስተዳደር ክፍል ኃላፊ,0.0,Property and Supply Manager,Leads supply and property administration.
Support Agent,የድጋፍ ወኪል,0.0,Customer Support Specialist,Common title for customer support roles.
"Support specialists, system administrators, and administrators",ስፔሻሊስቶችን፣ የስርዓት አስተዳዳሪዎችን እና አስተዳዳሪዎችን ይደግፉ,0.0,System Administrator,Encompasses support and admin roles.
"Supporting & Chorus, Actors & Actresses",ደጋፊ እና መዘምራን፣ ተዋናዮች እና ተዋናዮች,0.0,Actor/Actress,Performing arts role.
Survey Collection Supervisor,የዳሰሳ ስብስብ ተቆጣጣሪ,0.0,Survey Supervisor,Oversees survey data collection.
Survey Solutions Supervisor,የዳሰሳ መፍትሔዎች ተቆጣጣሪ,0.0,Survey Supervisor,Manages survey solutions implementation.
Sveltkit Developer,Sveltkit ገንቢ,0.0,Frontend Developer,SvelteKit is a frontend framework.
SW Line leader,SW መስመር መሪ,0.0,Production Line Supervisor,Leads a production line.
Swift (iOS) Developer,ስዊፍት (iOS) ገንቢ,0.0,iOS Developer,Swift is primary language for iOS.
Swift developer,ፈጣን ገንቢ,0.0,iOS Developer,Swift developer for iOS apps.
Symfony Developer.,ሲምፎኒ ገንቢ,0.0,PHP Developer,Symfony is a PHP framework.
Syrup Preparation Junior Chemist-Juice,የሲሮፕ ዝግጅት ጁኒየር ኬሚስት-ጭማቂ,0.0,Junior Chemist,Prepares syrup in juice production.
Syrup Preparation Operator,ሽሮፕ ዝግጅት ኦፕሬተር,0.0,Production Operator,Operates syrup preparation equipment.
system and workflow manager,የስርዓት እና የስራ ሂደት አስተዳዳሪ,0.0,System Manager,Manages systems and workflows.
System data encoder,የስርዓት ውሂብ መቀየሪያ,0.0,Data Entry Clerk,Encodes data into systems.
Systems & Change Management Coordinator,ሲስተምስ እና ለውጥ አስተዳደር አስተባባሪ,0.0,Change Management Coordinator,Coordinates change management processes.
Systems & Change Management Expert,ሲስተምስ እና ለውጥ አስተዳደር ኤክስፐርት,0.0,Change Management Specialist,Expert in change management.
Tableau Developer,Tableau ገንቢ,0.0,BI Developer,Develops Tableau dashboards.
Tableau or Power BI // Data Engineer,Tableau ወይም Power BI // የውሂብ መሐንዲስ,0.0,Data Engineer,Works with BI tools and data engineering.
Talent Acquisition Advisor,የተሰጥኦ ማግኛ አማካሪ,0.0,Talent Acquisition Specialist,Advises on talent acquisition.
Talent Acquisition and Development Manager,ተሰጥኦ ማግኛ እና ልማት አስተዳዳሪ,0.0,Talent Management Manager,Oversees acquisition and development.
Talent Management Coordinator-Rolling base,የተሰጥኦ አስተዳደር አስተባባሪ-ሮሊንግ መሠረት,0.0,Human Resources Coordinator,"Talent management is a core HR function, and 'Rolling base' suggests ongoing recruitment coordination."
Talented young Bassist,ጎበዝ ወጣት ባሲስት,0.0,Musician,A bassist is a musician; standardized title for job market classifications.
Targeting and Registration Assistants (Enumerators),ማነጣጠር እና መመዝገቢያ ረዳቶች (ቆጣሪዎች),0.0,Enumerator,Common Ethiopian term for data collection assistants in surveys and registration.
Targeting and Registration Officers,የማነጣጠር እና የምዝገባ ኦፊሰሮች,0.0,Registration Officer,Focus on targeting and registration aligns with officer-level registration duties.
Taxpayer Registration and Cancellation Specialist,የግብር ከፋይ ምዝገባ እና ስረዛ ስፔሻሊስት,0.0,Tax Registration Specialist,"Handles taxpayer registration and cancellations, a specialized tax role."
Tax-Senior Associate II,ታክስ-ሲኒየር ተባባሪ II,0.0,Tax Senior Associate,"Preserves the senior associate level in tax, standard for professional services."
TB Laboratory data manager,የቲቢ ላብራቶሪ መረጃ አስተዳዳሪ,0.0,Laboratory Data Manager,"Manages data specifically for a TB lab, standardized as lab data management."
TB Laboratory Program Specialist,የቲቢ ላብራቶሪ ፕሮግራም ስፔሻሊስት,0.0,Program Specialist,"Focus on TB laboratory program implementation, typical specialist title."
TB/ COVID-19 Coordinator,ቲቢ/ ኮቪድ-19 አስተባባሪ,0.0,Public Health Coordinator,"Coordinates TB and COVID-19 responses, a public health coordination role."
Tea and coffee facilitator,ሻይ እና ቡና አመቻች,0.0,Agricultural Extension Officer,"Facilitates tea and coffee value chains, common in Ethiopian agriculture extension."
TEAM LEAD: Diversified Economic Opportunities,የቡድን መሪ፡ የተለያዩ የኢኮኖሚ እድሎች,0.0,Economic Development Team Lead,"Leads diversified economic opportunities, typical title for development programs."
TEAM LEAD: Livestock Production and Marketing,የቡድን መሪ፡ የእንስሳት እርባታ እና ግብይት,0.0,Livestock Production Team Lead,"Leads livestock production and marketing, standardized as production team lead."
Team Leader – Centre of Excellence: Girls in Displaced Settings,ቡድን መሪ - የልህቀት ማዕከል፡ በተፈናቀሉ ቅንብሮች ውስጥ ያሉ ልጃገረዶች,0.0,Gender and Protection Team Leader,Centre of Excellence for displaced girls focuses on gender and protection.
Team Leader – Digital Banking,የቡድን መሪ - ዲጂታል ባንኪንግ,0.0,Digital Banking Team Leader,Direct mapping; leads digital banking initiatives.
Team Leader – Operations and Client Care,የቡድን መሪ - ኦፕሬሽኖች እና የደንበኛ እንክብካቤ,0.0,Operations Team Leader,"Leads operations and client care, abbreviated to operations team lead."
Team Leader Mobile and Internet Banking Service,የቡድን መሪ የሞባይል እና የበይነመረብ ባንክ አገልግሎት,0.0,Digital Banking Services Team Leader,Mobile and internet banking fall under digital banking services.
