title_en,title_am,similarity_score,alternative_position,reason
Full Stack Symfony Developer,,0,Symfony Developer,Framework-specific role; standardized as Symfony Developer.
Fullstack Typescript Developer,,0,TypeScript Developer,Primary focus on TypeScript; standardized as TypeScript Developer.
Full stack web app,,0,Full Stack Developer,Generic full stack web app role maps to standard title.
Full stack web development and Java tutor,,0,Full Stack Developer,Combines development and tutoring; core role is full stack.
Full Stack WordPress Developer,,0,WordPress Developer,Specialization in WordPress; standardized as WordPress Developer.
full stuck developer,,0,Full Stack Developer,Typo corrected to standard title.
Full stuck website and application developer,,0,Full Stack Developer,Common Ethiopian job market term for web and app developers covering both frontend and backend.
Office ReactNative Developer,,0,React Native Developer,Standard title for mobile app developers using React Native framework.
IT Support,,0,IT Support Specialist,Standard title for technical support roles in Ethiopian organizations.
PHP or Node.js Backend developer,,0,Backend Developer,Common title for backend developers using PHP or Node.js in Ethiopia.
Functional Literacy and Numeracy Trainer,,0,Adult Education Trainer,Standard title for trainers focusing on functional literacy and numeracy in Ethiopian NGOs.
Fund Mobilizer Officer,,0,Fundraising Officer,Standard title for fundraising roles in Ethiopian non-profits.
FUNDRAISING CONCEPT NOTE developer,,0,Grant Writer,Standard title for professionals who write fundraising concept notes in Ethiopia.
የገቢ ማሰባሰብ ሽያጭ ሰራተኛ /Fund Raising Sales Person/,,0,Sales Representative,Common title for fundraising sales roles in Ethiopian organizations.
Furnished Apartment supervisor,,0,Property Supervisor,Standard title for supervising furnished apartments in Ethiopian real estate.
Fusing paper seller( yematariya wereket le lebs sefet),,0,Sales Clerk,Standard title for retail sellers of paper products in Ethiopian markets.
Game zone አጫዋች,,0,Game Zone Attendant,አጫዋች translates to 'player' or 'attendant'; standardized as Game Zone Attendant.
Game zone and sport bar attendant,,0,Game Zone and Sports Bar Attendant,Directly describes the role; standardized to include both areas.
Game zone pool achawach,,0,Game Zone Pool Attendant,Achawach likely means pool attendant; standardized as Game Zone Pool Attendant.
Game Zone Technician,,0,Game Zone Technician,Already standardized; no change needed.
GAVI REACH Project Health Officer,,0,Health Officer,GAVI REACH Project is a specific program; standardized to Health Officer.
GBV and PSS Officer,,0,GBV and PSS Officer,"Already standardized; GBV stands for Gender-Based Violence, PSS for Psychosocial Support."
GBV AOR Co-Lead,,0,GBV AOR Co-Lead,AOR stands for Area of Responsibility; standardized as is.
GBV/CARM Officer,,0,GBV/CARM Officer,CARM stands for Community Accountability and Reporting Mechanism; standardized as is.
GBV Case Manager,,0,GBV Case Manager,Already standardized; no change needed.
GBV-Case worker,,0,GBV Case Worker,Standardized from 'GBV-Case worker' to 'GBV Case Worker'.
GBV Deputy Manager,,0,Gender-Based Violence Program Manager,Deputy Manager implies a managerial role overseeing GBV programs.
GBV Expert,,0,Gender-Based Violence Specialist,Expert is synonymous with specialist in GBV context.
GBV Officer,,0,Gender-Based Violence Officer,Directly matches the standard title for field-level GBV staff.
GBV Prevention Officer -,,0,Gender-Based Violence Prevention Officer,Focus on prevention aligns with standard GBV prevention roles.
GBV Program Specialist,,0,Gender-Based Violence Program Specialist,Directly matches the standard title for program-level GBV specialist.
GBV/PSS OFFICER,,0,Gender-Based Violence and Psychosocial Support Officer,"PSS stands for Psychosocial Support, common in GBV roles."
GBV Response Officer,,0,Gender-Based Violence Response Officer,Focus on response aligns with standard GBV response roles.
GBV Technical Advisor,,0,Gender-Based Violence Technical Advisor,Directly matches the standard title for senior GBV advisory role.
GCSRprogram researcher,,0,Research Officer,GCSR likely refers to a research program; researcher maps to research officer.
GDS certified Agent,,0,Sales Agent,"GDS certified agent likely involves sales or distribution, common in Ethiopian market."
Gemstone Quality Assurance,,0,Quality Assurance Specialist,"Focuses on quality assurance of gemstones, aligning with QA roles."
Gender Analysis,,0,Gender Analyst,Directly matches the core function of analyzing gender issues.
Gender and Communication Adviser,,0,Gender Advisor,"Combines gender expertise with communication, fitting a senior advisory role."
Gender and Economic Empowerment Officer,,0,Gender Officer,"Focuses on economic empowerment, a common specialization for gender officers."
Gender and Equality Advisor,,0,Gender Advisor,"Advises on gender equality, directly matching the advisor title."
Gender and Inclusion Coordinator,,0,Gender Coordinator,"Coordinates inclusion efforts, aligning with coordinator roles."
Gender and Livelihood Advisor,,0,Gender Advisor,"Advises on gender and livelihood integration, fitting advisory positions."
Gender and Livelihood Specialist,,0,Gender Specialist,"Specializes in gender and livelihood, matching the specialist title."
Gender and Peace Building Officer,,0,Peacebuilding Officer,"Focuses on peacebuilding with a gender lens, aligning with peacebuilding roles."
Gender and Protection Community Facilitators,,0,Community Facilitator,"Facilitates community protection with a gender focus, fitting facilitator roles."
Gender and Safeguarding Specialist,,0,Gender Specialist,Focus on gender and safeguarding aligns with general gender specialist roles in Ethiopia.
GENDER AND SOCIAL ACCOUNTABILITY ADVISOR,,0,Gender Advisor,Advisor role with social accountability focus maps to standard gender advisor positions.
Gender and Social Inclusion Advisor,,0,Gender Advisor,Social inclusion focus is core to gender advisor roles in Ethiopian development context.
Gender and SRH Officers,,0,Gender Officer,SRH (Sexual and Reproductive Health) officers are commonly categorized under gender officers in Ethiopia.
Gender and Youth Focal Person,,0,Youth Officer,Focal person for gender and youth aligns with youth officer roles in Ethiopian organizations.
Gender and Youth Integration Officer,,0,Gender Officer,Integration of gender and youth is typical for gender officer positions in Ethiopia.
Gender Based Violence(GBV) Case Worker,,0,GBV Case Worker,Direct case work for GBV is a standard role in Ethiopian humanitarian and development sectors.
Gender Based Violence (GBV) Officer,,0,GBV Officer,General GBV officer role is a common standardized position in Ethiopia.
Gender Based Violence (GBV) Prevention Officer,,0,GBV Officer,Prevention focus is a subset of GBV officer responsibilities in Ethiopia.
Gender Based Violence (GBV) Response Officer,,0,GBV Officer,Response focus is a subset of GBV officer responsibilities in Ethiopia.
Gender Coordinator (RFSA),,0,Gender Coordinator,"RFSA is a program context, but the core role is coordinating gender activities."
"Gender, Diversity and Inclusion (GDI) Advisor",,0,Gender Advisor,"GDI is a common framework; the role is advising on gender, diversity, and inclusion."
Gender Equality and Protection Advisor (GEP -Adviser),,0,Gender and Protection Advisor,GEP-Adviser combines gender equality and protection advisory functions.
Gender Equality and Protection Coordinator,,0,Gender and Protection Coordinator,Coordinates gender equality and protection activities.
Gender Equality Project Specialist,,0,Gender Project Specialist,Focuses on gender equality within a specific project.
"Gender Equality, Youth Empowerment, and Social Inclusion Analysis - Consultancy Service",,0,Gender and Social Inclusion Analyst,"Consultancy for analysis of gender, youth, and social inclusion."
"Gender Equality, Youth Empowerment, and Social Inclusion Audit and Strategy Development",,0,Gender and Social Inclusion Specialist,"Involves audit and strategy development for gender, youth, and social inclusion."
Gender researcher,,0,Gender Researcher,Directly matches the research-focused role.
Gender Senior Officer (GSO),,0,Senior Gender Officer,"GSO stands for Gender Senior Officer, a senior-level gender role."
Gender training module adaptation/development Improving - Primary Health Care Service Delivery Project,,0,Gender Training Specialist,Focuses on adapting/developing gender training modules for a health project.
"Gender, Youth and Social Dynamics Officer",,0,Gender and Social Development Officer,"Common Ethiopian job title that encompasses gender, youth, and social dynamics."
"Gender, Youth Engagement and Safeguarding Lead",,0,Gender and Safeguarding Lead,"Standardized title focusing on gender and safeguarding, common in NGOs."
Accounts and Taxation Section Head,,0,Head of Accounts and Taxation,Standard managerial title in Ethiopian finance departments.
Accounts Team Leader,,0,Accounts Team Lead,Common alternative for team leadership in accounting.
Data Encoder,,0,Data Entry Clerk,Standard term for data encoding roles in Ethiopia.
health tips blog content provider,,0,Health Content Writer,Standardized title for blog content providers in health sector.
Service Division Head,,0,Service Department Head,Common Ethiopian title for division heads in service departments.
General Services Division Head,,0,General Services Manager,Standard managerial title for general services in Ethiopian organizations.
Structural Forman,,0,Structural Foreman,Corrected spelling to standard construction industry title.
Generator Professional,,0,Generator Technician,Standard title for generator maintenance professionals in Ethiopia.
Geo database,,0,GIS Specialist,Geo database is a core function of GIS work in Ethiopia.
Geography Teaching Assistant (Internship),,0,Teaching Assistant,Geography Teaching Assistant is a standard academic support role.
Geologiest,,0,Geologist,Geologiest is a common misspelling of Geologist.
Geometric | GIS.,,0,GIS Specialist,Geometric | GIS refers to geometric data handling within GIS.
German language transcription and data collector,,0,Data Collector,German language transcription and data collection is a data collector role.
German Red Cross Supported Projects’ Coordinator,,0,Project Coordinator,German Red Cross Supported Projects’ Coordinator is a project coordination role.
GFD and SF program Manager_ Dollo,,0,Program Manager,GFD and SF program Manager is a program management position.
GIK & TIM Warehouse Manger,,0,Warehouse Manager,GIK & TIM Warehouse Manger is a warehouse management role.
GIS ACTIVITY MANAGER,,0,GIS Manager,GIS ACTIVITY MANAGER directly maps to GIS Manager.
Glass partition yemisera balemuya,,0,Glass Partition Installer,Glass partition yemisera balemuya refers to a glass partition installer in Amharic.
Global Head of Data Privacy and Analytics,,0,Data Privacy and Analytics Director,"In Ethiopian context, 'Global Head' is mapped to 'Director' as a senior leadership role."
Global Head of IT Enablement,,0,IT Enablement Director,"Similarly, 'Global Head' is mapped to 'Director' for IT enablement functions."
Global Health Security (GHS) Advisor,,0,Public Health Advisor,GHS is a specialized public health role; 'Public Health Advisor' is a common equivalent in Ethiopia.
Global Mobility Expert,,0,HR Mobility Specialist,Global mobility is typically handled by HR departments; 'HR Mobility Specialist' is a standard title.
Global Perspectives (IGCSE) Teacher,,0,IGCSE Teacher,IGCSE is a recognized curriculum; 'IGCSE Teacher' is used directly in Ethiopian international schools.
Global Plat Form (GP) Focal Person,,0,Platform Focal Person,GP likely stands for 'Global Platform'; 'Platform Focal Person' is a common term in Ethiopian organizations.
GMAT INSTRUCTOR,,0,GMAT Instructor,Direct mapping; GMAT instruction is a specific role in test prep centers.
Golang Backend Developer,,0,Backend Developer (Golang),Golang is a specific technology; 'Backend Developer (Golang)' is a standard title in Ethiopian tech.
Golang Backend Engineer,,0,Backend Engineer (Golang),Similar to above; 'Backend Engineer (Golang)' is a common alternative.
Golang Intern software engineer,,0,Software Engineering Intern (Golang),Intern roles are typically titled 'Software Engineering Intern' with technology mention.
Golden media and events is looking for freelance Sales agents to support it's Investment exhibition project with attractive benefit package.,,0,Sales Agent,The job explicitly seeks freelance sales agents for an exhibition project.
Gomista/ Tire Repairer,,0,Tire Repairer,Gomista is a common Ethiopian term for a tire repairer.
Google business profile,,0,Digital Marketing Specialist,Managing a Google Business Profile is a key digital marketing task.
Google maps developer,,0,GIS Developer,Google Maps development involves geographic information systems and mapping.
Google Products Translator and Reviewer,,0,Translator,The role focuses on translating and reviewing Google products.
Google ratings expert,,0,Data Quality Analyst,Google ratings experts evaluate and ensure the quality of ratings data.
GOVERNANCE AND PARTNERSHIPS SPECIALIST: HIGHLANDS RESILIENCE ACTIVITY,,0,Partnerships Specialist,The title emphasizes governance and partnerships for a resilience activity.
የGPS ገጣማ,,0,GPS Technician,"ገጣማ is Amharic for 'fixer' or 'technician', so this is a GPS technician."
GPS Controller,,0,GPS Controller,The title directly indicates a role controlling GPS systems.
GPS Data Entry & Analyst,,0,Data Analyst,The role involves GPS data entry and analysis.
GPS DEVICE(SPEED LIMITER),,0,GPS Installation Technician,"Focuses on installing GPS devices and speed limiters, a common technician role in Ethiopia."
Gps importer(salesman),,0,Sales Representative,"Importer and salesman role, best mapped to a sales position in the Ethiopian market."
Gps installation and speed limiter,,0,GPS Installation Technician,"Involves installing GPS and speed limiters, a technician role."
GPS installation Technician (installing GPS Trackers on Cars),,0,GPS Installation Technician,"Explicitly installing GPS trackers on cars, a standard technician job."
GPS Monitoring Coordinator,,0,Fleet Monitoring Coordinator,"Coordinates GPS monitoring, similar to fleet management roles in Ethiopia."
"GPS, Speed Limiter & Fuel sensor installation engineer/technician",,0,GPS Installation Technician,"Installs GPS, speed limiters, and fuel sensors, a technician role."
GPS System Operator,,0,System Operator,"Operates GPS systems, a common operator position in Ethiopia."
Grade Directors,,0,Director of Operations,"Grade Directors likely oversee operations, mapped to a senior management role."
PROFESSIONAL CoTM,,0,Construction Project Manager,"COTM (Construction Operations and Technology Management) professional, mapped to project management in Ethiopia."
Granite & Marble Production Manager,,0,Production Manager,"Manages granite and marble production, a standard production manager role in Ethiopia."
Grant Document Writer,,0,Grant Writer,Standardized title for a professional who writes grant proposals.
"Grant, Risk and Compliance Officer _ Addis Ababa",,0,Compliance Officer,Focus on risk and compliance aligns with Compliance Officer role.
"Grants & Contracts Manager, Ethiopia Sustainable Peace Activity",,0,Grants Manager,Directly matches the core responsibility of managing grants and contracts.
Graphical design,,0,Graphic Designer,Standard title for visual design work.
graphic desginer,,0,Graphic Designer,Corrects spelling to the standard title.
graphic desginer and social media marketer,,0,Graphic Designer and Social Media Marketer,Combines both roles into a standard dual-title format.
Social Media Content Creator,,0,Social Media Content Creator,Already a standard title for creating social media content.
social Media controller,,0,Social Media Manager,Controller implies management and oversight of social media.
Graphic Designer for Children's Book Illustrations,,0,Illustrator,"Specialized in book illustrations, best mapped to Illustrator."
Graphic Designer for Telegram Channel,,0,Graphic Designer,Design work for a Telegram channel falls under general graphic design.
Graphic Designer / Mainly Soical Media Banner Design,,0,Graphic Designer,Focus on social media banner design aligns with core graphic design role.
Graphic designerOffice secretary combo,,0,Administrative Assistant,Combination of graphic design and office secretary duties leans toward administrative support.
Graphics design and CNC machine operator,,0,CNC Operator,"Primary technical skill is CNC machine operation, with graphics design as secondary."
Video Editing Teacher For YouTube,,0,Video Editor,Teaching YouTube video editing implies expertise in video editing.
Graphics Design Cum Office Manager,,0,Office Manager,Graphics design combined with office management suggests managerial role.
Graphics Designer & Social Media Marketer PLUS Sales,,0,Social Media Marketer,"Sales and social media marketing are primary, with graphics design as supporting skill."
Graphics design/social media manager (Unpaid internship),,0,Social Media Manager,Unpaid internship focused on graphics and social media management.
"Graphics design, specially motion graphics for an event company",,0,Motion Graphics Designer,Specialization in motion graphics for events.
Ground Pricing Quoting Administrator,,0,Pricing Administrator,Ground pricing and quoting tasks indicate administrative role in pricing.
Group Conference & Events Sales Executive,,0,Events Sales Executive,Focus on group conference and events sales.
Group Reservation Agent,,0,Reservations Agent,Group Reservation Agent is a specific type of reservations role; 'Reservations Agent' is the standard title in Ethiopian hospitality.
Growth Initiative Manager (GIM),,0,Business Development Manager,"Growth Initiative Manager focuses on driving business growth, closely aligned with Business Development Manager in Ethiopian companies."
gRPC developer in Go lang,,0,Backend Developer,gRPC developer in Go lang is a specialized backend role; 'Backend Developer' is the standard title in Ethiopian tech.
GSE/GTV Body Repair Mechanic,,0,Auto Body Repair Technician,GSE/GTV Body Repair Mechanic refers to vehicle body repair; 'Auto Body Repair Technician' is the standard term in Ethiopia.
GSE/GTV Mechanic,,0,Automotive Mechanic,GSE/GTV Mechanic is a general vehicle mechanic role; 'Automotive Mechanic' is the standard title in Ethiopia.
Guest Relation Officer,,0,Guest Relations Officer,Already a standard title in Ethiopian hospitality; no change needed.
Guest Relations Manager,,0,Guest Relations Manager,Already a standard title in Ethiopian hospitality; no change needed.
Guidance & Councilors,,0,Guidance Counselor,Guidance & Councilors is a misspelling; 'Guidance Counselor' is the standard title in Ethiopian schools.
Gympson and aluminum work,,0,Aluminum and Glass Worker,Gympson and aluminum work likely refers to gym equipment and aluminum fabrication; 'Aluminum and Glass Worker' is a standard Ethiopian trade title.
gynecologist,,0,Gynecologist,Already a standard medical title in Ethiopia; no change needed.
Gynecologist & Obstetrician,,0,Obstetrician-Gynecologist,Standard medical title for the specialty.
Gynecologist & Obstetrician Specialist,,0,Obstetrician-Gynecologist,Specialist is redundant; same standard title applies.
Habesha hand tilf,,0,Handicraft Artisan,"Refers to traditional handcraft work, closest generic title."
Hand Crafts (Paper Bag and others),,0,Handicraft Artisan,Paper bag making is a handicraft activity.
Handling finance and organizing expense and revenue and accounting works,,0,Accountant,Core duties are accounting and financial organization.
Handling finance and organizing expense and revenue and other accounting works,,0,Accountant,"Same as above, minor wording difference."
Hardware and software maintinance,,0,IT Support Technician,Hardware and software maintenance is typical IT support.
Hardware & Networking servicing Teacher,,0,IT Instructor,Teaching networking and hardware aligns with instructor role.
Havana printing,,0,Printing Press Operator,Havana printing refers to a printing service role.
HC Strategy & System Development Manager,,0,Health Strategy Manager,HC likely stands for Health Care; strategy and system development is managerial.
"Head, Branding and Digital Marketing Division",,0,Marketing Director,"Heads branding and digital marketing, equivalent to a senior marketing leadership role."
"Head, Business Development and Partnership",,0,Business Development Director,"Leads business development and partnerships, matching a director-level role."
Head Campus Quality Assurance,,0,Quality Assurance Manager,"Oversees campus quality assurance, similar to a QA manager in education."
"Head, Collection & Disbursement unit",,0,Collections Manager,"Manages collection and disbursement unit, typical for a collections role."
Head Commercial & Operation,,0,Operations Manager,"Heads commercial and operations, aligning with an operations manager."
"Head, Cost and Budget Division",,0,Budget Manager,"Leads cost and budget division, equivalent to a budget manager."
"Head, Curriculum, Materials Development & Distribution",,0,Curriculum Development Manager,"Oversees curriculum, materials development and distribution, matching a curriculum manager."
Head Customer support,,0,Customer Support Manager,"Heads customer support, directly mapping to a customer support manager."
"Head, Disaster Risk Management (DRM) Division",,0,Disaster Risk Management Manager,"Leads DRM division, equivalent to a disaster risk management manager."
Head Druggist,,0,Chief Pharmacist,Head druggist in Ethiopian context refers to the senior pharmacist in charge.
"Head ,Employee Benefity and Compasation",,0,Compensation and Benefits Manager,Standard HR title for managing employee benefits and compensation.
"Head, Finance and Business Optimization",,0,Finance and Strategy Director,"Combines finance leadership with business optimization, akin to a strategic finance role."
"Head, Finance, HR and Shareholder’s administration",,0,Finance and Administration Director,"Oversees finance, HR, and shareholder admin, typical of a senior admin role."
"Head, Financing Portfolio Section",,0,Portfolio Manager,"Manages a financing portfolio, a common term in banking and finance."
"Head, Financing Portfolio Section (Interest Free Banking Department)",,0,Islamic Banking Portfolio Manager,Specialized portfolio management for interest-free banking.
Head –Fleet and Transport,,0,Fleet and Transport Manager,Directly oversees fleet and transport operations.
"Head, Gender and Social Inclusion Department",,0,Gender and Social Inclusion Manager,Standard title for leading gender and social inclusion initiatives.
"Head, General Accounts Division",,0,General Accounting Manager,"Heads the general accounts division, equivalent to accounting management."
"Head, General Service Division",,0,General Services Manager,"Manages general services, a common administrative role."
"Head, General Service & Materials Management Division",,0,General Services and Materials Manager,"Combines general services with materials management, typical in logistics."
Head Health Services- Alemgena Site,,0,Health Services Manager,Head of health services at a site is equivalent to a health services manager in Ethiopian context.
"Head, HR Admin & General Service Division",,0,HR and Administration Manager,"Combines HR admin and general service oversight, typical for Ethiopian HR and admin manager roles."
"Head, HRD & Change Mgt. Division",,0,HR Development Manager,Focus on HR development and change management aligns with HR development manager.
"Head, HRM Division",,0,HR Manager,HRM division head is directly mapped to HR manager.
"Head, IFB-Finance & Accounts Section",,0,Finance and Accounts Manager,IFB finance and accounts section head is equivalent to finance and accounts manager.
"Head, Innovation Center",,0,Innovation Manager,Head of innovation center maps to innovation manager in Ethiopian organizations.
"Head, Internal Control",,0,Internal Audit Manager,Head of internal control is typically the internal audit manager.
"Head, Management Information System Section",,0,MIS Manager,Management information system section head is standard MIS manager.
Head of content and production,,0,Content Production Manager,Head of content and production is equivalent to content production manager.
Head of content creater,,0,Content Creator Manager,Head of content creator maps to content creator manager.
Head of digital content,,0,Digital Content Manager,Common Ethiopian job title for leading digital content strategy and production.
Head of Investment - Ethiopia,,0,Investment Director,Standard title for leading investment activities in Ethiopia.
Head of Mission Support,,0,Operations Director,Mission support typically falls under operations management in Ethiopian organizations.
"Head of Monitoring, Evaluation, Research & Learning (MERL)",,0,MERL Director,Direct mapping to the same acronym used in Ethiopian development sector.
Head of National Programs,,0,National Programs Director,Standard title for overseeing nationwide programs in Ethiopia.
Head of Retails ETrade,,0,E-Commerce Manager,Retail e-trade is commonly referred to as e-commerce in Ethiopia.
Head of Strategy,,0,Strategy Director,Common title for leading strategic planning in Ethiopian companies.
Head of Sub Office/ Field Office,,0,Field Office Director,Standard title for managing sub/field offices in Ethiopian NGOs and agencies.
Head of Treasury,,0,Treasury Manager,Common Ethiopian title for overseeing treasury functions.
"Head, Project Equipment Maintenance Section",,0,Equipment Maintenance Manager,Standard title for leading project equipment maintenance in Ethiopian industries.
Head Research and Community Engagement,,0,Research Director,"Head of research and community engagement typically oversees research strategy and community outreach, similar to a Research Director."
"Head, Rewards and Benefits Section",,0,Compensation and Benefits Manager,"Rewards and benefits section head manages compensation and benefits programs, equivalent to a Compensation and Benefits Manager."
"Head, SME Loans Section",,0,SME Loan Manager,"Head of SME loans section oversees small and medium enterprise lending, similar to an SME Loan Manager."
Head Store Keeper,,0,Store Manager,"Head store keeper manages inventory and warehouse operations, equivalent to a Store Manager."
"Head, Succession and Career Section",,0,Talent Management Specialist,"Succession and career section head focuses on career development and succession planning, similar to a Talent Management Specialist."
Head- Training & Development,,0,Training and Development Manager,"Head of training and development leads employee training programs, equivalent to a Training and Development Manager."
Health and Nutrition & FSL Coordinator,,0,Health and Nutrition Coordinator,"Health and Nutrition & FSL Coordinator coordinates health, nutrition, and food security programs, similar to a Health and Nutrition Coordinator."
Health and Nutrition IM Intern,,0,Health Information Management Intern,"Health and Nutrition IM Intern is an intern in health information management, equivalent to a Health Information Management Intern."
Health and Nutrition in Emergency Specialist,,0,Health and Nutrition Specialist,"Health and Nutrition in Emergency Specialist focuses on emergency health and nutrition, similar to a Health and Nutrition Specialist."
Healthcare Quality Assessor,,0,Quality Assurance Officer,"Healthcare Quality Assessor evaluates healthcare quality, equivalent to a Quality Assurance Officer in healthcare."
Health Content Creator,,0,Health Communication Specialist,"Focuses on creating health-related content, similar to health communication roles."
Health Information Management Service (HIMS),,0,Health Information Manager,"Manages health information systems and services, aligning with HIMS responsibilities."
Health/ Medical Video content creators,,0,Health Communication Specialist,"Creates health/medical video content, akin to health communication tasks."
"Health Officer, EHF Project /Afar region, Teru Woreda",,0,Health Officer,Directly matches the role of a health officer in a project setting.
Health Systems Strengthening (HSS) Officer,,0,Health Systems Strengthening Officer,Exact match for the HSS officer role in health systems.
Healthy Village Project Coordinator,,0,Project Coordinator,"Coordinates a healthy village project, fitting project coordination duties."
Highly motivated Digital Marketer and content developer,,0,Digital Marketing Specialist,Combines digital marketing and content development skills.
High Quality Printing Service,,0,Printing Service Technician,"Provides high-quality printing services, a technical role."
High quality rendering from SOLIDWORKS assembly file,,0,CAD Designer,"Renders from SOLIDWORKS, a CAD design task."
HINGO Deputy Director,,0,Deputy Director,"Deputy director role in an NGO, matching HINGO context."
HIV counselor and Interviewer,,0,HIV Counselor,"Combines counseling and interviewing, which aligns with standard HIV counselor role."
HIV Service Linkage Officer,,0,HIV Program Officer,"Focuses on linking services, typical for program officer roles in HIV programs."
HIV Service Officer/ Community Engagement Facilitator.,,0,Community Engagement Officer,"Emphasizes community facilitation, matching community engagement officer duties."
HKOFood Preparation Instructor,,0,Food Preparation Instructor,"Directly teaches food preparation, standard instructor role."
HOD – Telecoms & Managed Services,,0,Telecommunications Manager,"Heads telecoms and managed services, equivalent to telecom manager."
"Home Psychiatrist/Psychologist (Parttime, for Kids)",,0,Child Psychiatrist,"Specializes in kids' mental health, part-time, aligns with child psychiatrist."
Honey Marketing and Livelihood Facilitator,,0,Livelihood Officer,"Facilitates honey marketing and livelihood, core livelihood officer function."
Honey Marketing and Livelihood Officer,,0,Livelihood Officer,"Similar to #6, focuses on honey marketing and livelihood, standard officer role."
ፕሮግራም አስተዋዋቂ (host),,0,Program Host,"Amharic term for host, directly maps to program host."
Host and Show Manager for a YouTube Channel,,0,Show Host,"Manages and hosts a YouTube channel, typical show host role."
"Host for Digital Talk Show (Lead): Males & Females, 21+ (Excellent English Speaker)",,0,TV Show Host,"Hosting a digital talk show requires similar skills to a TV show host, including strong English communication."
Host for our Social media channel,,0,Social Media Content Creator,"Hosting a social media channel involves creating and presenting content, akin to a content creator role."
Host for (Virtual Reality) VR Video,,0,Video Presenter,"Hosting a VR video is similar to presenting in a video format, requiring on-camera skills."
የቤት አያያዝ አስተዳዳሪ,,0,Housekeeping Manager,"የቤት አያያዝ አስተዳዳሪ translates to housekeeping manager, overseeing cleaning and maintenance."
Housemaid,,0,Domestic Worker,Housemaid is a common term for a domestic worker in Ethiopia.
HR Admin & Payroll Head,,0,HR and Payroll Manager,"HR Admin & Payroll Head combines HR administration and payroll management, similar to a manager role."
HR Business Partner-For Dire Dawa District Office,,0,HR Business Partner,"HR Business Partner for a district office is a specialized HR role, matching the standard title."
HR Business Partner Office,,0,HR Business Partner,"HR Business Partner Office likely refers to the same role, focusing on strategic HR support."
HR Business Partner Supervisor,,0,HR Business Partner Supervisor,Supervisor title indicates a senior level of the HR Business Partner role.
HR & Data record System,,0,HR Data Analyst,"HR & Data record System involves managing HR data, similar to a data analyst role."
HR Division Business Development Team Lead,,0,HR Business Development Manager,Team lead in business development within HR maps to a managerial role focused on HR business development.
HR Internship,,0,HR Intern,Internship position in HR is standardized as HR Intern.
HRM Division Head,,0,HR Manager,Division head in HRM is equivalent to an HR Manager overseeing the HR division.
HR Policy Manual Preparation,,0,HR Policy Specialist,Focus on preparing HR policy manuals aligns with a specialist role in HR policy development.
HSE Enginer,,0,HSE Engineer,"Typo corrected; HSE Engineer is the standard title for health, safety, and environment engineering."
HSE Head,,0,HSE Manager,Head of HSE is standardized as HSE Manager.
HST Young Leaders Professional Development Program,,0,Management Trainee,Young leaders professional development program is a typical management trainee program.
HTML & CSS drveloper,,0,Frontend Developer,HTML & CSS development is core to frontend development.
"HTML,css, js, php coder",,0,Full Stack Developer,"Skills in HTML, CSS, JS, and PHP indicate a full stack developer role."
Humam Resource Management (Cafe & Restaurant Experience only),,0,HR Manager,"Human resource management role, even with specific industry experience, is standardized as HR Manager."
Humanitarian Disarmament and Peace Building (HDP) Coordinator,,0,Peacebuilding Coordinator,"HDP Coordinator is a specialized role in peacebuilding and disarmament, commonly mapped to Peacebuilding Coordinator in Ethiopian NGO context."
Humanitarian response/Voluntary Services,,0,Humanitarian Response Officer,"Humanitarian response/Voluntary Services aligns with Humanitarian Response Officer, a standard title for emergency relief roles."
Human Recourse Documentation Assistant,,0,HR Documentation Assistant,Human Recourse is a typo for Human Resources; HR Documentation Assistant is the standard title for this clerical role.
Hygiene and SBC Coordinator:,,0,Hygiene and Social Behavior Change Coordinator,SBC stands for Social Behavior Change; this title is common in WASH programs in Ethiopia.
Hygiene Promotion/PLA Officer,,0,Hygiene Promotion Officer,PLA (Participatory Learning and Action) is a methodology; Hygiene Promotion Officer is the standard title for this field role.
Hygiene & Sanitation Promoter,,0,Hygiene and Sanitation Promoter,The title is already standard; minor adjustment to include 'and' for clarity.
IaC Developer,,0,Infrastructure as Code Developer,IaC is a common abbreviation for Infrastructure as Code; this is the standard title in IT.
"ICAP National Technical Advisor, GF-C19RM",,0,"Technical Advisor, Global Fund",ICAP is a Columbia University program; GF-C19RM refers to Global Fund COVID-19 Response Mechanism; Technical Advisor is standard.
Icon Pack Designer,,0,Graphic Designer,Icon Pack Designer is a niche role; Graphic Designer is the closest standard alternative in Ethiopian job market.
ICT Assistant - Maternity Cover,,0,ICT Assistant,"Maternity cover is a contract type, not a role; ICT Assistant is the standard position title."
ICU and Critical Care Nurse,,0,Critical Care Nurse,ICU and Critical Care Nurse is a common Ethiopian job title for nurses specializing in intensive care.
ICU Cardiac Nurse,,0,Cardiac Care Nurse,"ICU Cardiac Nurse focuses on cardiac patients in intensive care, mapped to a standard cardiac nursing role."
IDS Support Executive,,0,IT Support Executive,IDS likely stands for IT or data systems; mapped to a common Ethiopian IT support role.
IFB Financing Analysis & Appraisal Officer,,0,Credit Analysis Officer,"IFB Financing Analysis & Appraisal Officer involves evaluating Islamic financing applications, similar to credit analysis."
IFB Financing Portfolio and Recovery Mg’t Officer,,0,Portfolio Management Officer,"This role manages Islamic financing portfolios and recovery, mapped to a standard portfolio management position."
